
0.1 , 0.0125 , 1.81577 , 0.000526199 , Fri 12 Aug 2022 12:01:44
0.1 , 0.016 , 1.81517 , 0.000598791 , Fri 12 Aug 2022 12:01:49
0.1 , 0.025 , 1.81342 , 0.000763229 , Fri 12 Aug 2022 12:01:50
0.05 , 0.025 , 1.91043 , 0.000244843 , Fri 12 Aug 2022 12:01:59
0.1 , 0.032 , 1.81251 , 0.000870822 , Fri 12 Aug 2022 12:02:00
0.05 , 0.032 , 1.91 , 0.000278875 , Fri 12 Aug 2022 12:02:04
0.1 , 0.0375 , 1.81117 , 0.000959045 , Fri 12 Aug 2022 12:02:05
0.05 , 0.0375 , 1.90958 , 0.000303994 , Fri 12 Aug 2022 12:02:07
0.0333333 , 0.0375 , 1.94047 , 0.000160322 , Fri 12 Aug 2022 12:02:16
0.1 , 0.05 , 1.80859 , 0.00113342 , Fri 12 Aug 2022 12:02:17
0.05 , 0.05 , 1.90873 , 0.000356018 , Fri 12 Aug 2022 12:02:18
0.0333333 , 0.05 , 1.93987 , 0.000186853 , Fri 12 Aug 2022 12:02:22
0.025 , 0.05 , 1.95506 , 0.000119186 , Fri 12 Aug 2022 12:02:31
0.1 , 0.0625 , 1.80611 , 0.00129748 , Fri 12 Aug 2022 12:02:31
0.05 , 0.0625 , 1.90776 , 0.000403266 , Fri 12 Aug 2022 12:02:32
0.0333333 , 0.0625 , 1.93919 , 0.000210764 , Fri 12 Aug 2022 12:02:34
0.025 , 0.0625 , 1.95447 , 0.000134145 , Fri 12 Aug 2022 12:02:38
0.02 , 0.0625 , 1.96351 , 0.0000948253 , Fri 12 Aug 2022 12:02:47
0.1 , 0.075 , 1.80328 , 0.00145205 , Fri 12 Aug 2022 12:02:47
0.05 , 0.075 , 1.90679 , 0.000447777 , Fri 12 Aug 2022 12:02:48
0.0333333 , 0.075 , 1.93841 , 0.000232833 , Fri 12 Aug 2022 12:02:49
0.025 , 0.075 , 1.95377 , 0.0001478 , Fri 12 Aug 2022 12:02:52
0.02 , 0.075 , 1.96288 , 0.000104448 , Fri 12 Aug 2022 12:02:57
0.0166667 , 0.075 , 1.96886 , 0.0000787131 , Fri 12 Aug 2022 12:03:06
0.1 , 0.08 , 1.80282 , 0.00150597 , Fri 12 Aug 2022 12:03:06
0.05 , 0.08 , 1.90616 , 0.000467283 , Fri 12 Aug 2022 12:03:06
0.0333333 , 0.08 , 1.93805 , 0.000241776 , Fri 12 Aug 2022 12:03:07
0.025 , 0.08 , 1.95349 , 0.000153103 , Fri 12 Aug 2022 12:03:10
0.02 , 0.08 , 1.96259 , 0.000107896 , Fri 12 Aug 2022 12:03:14
0.0166667 , 0.08 , 1.9686 , 0.0000812503 , Fri 12 Aug 2022 12:03:21
0.1 , 0.1 , 1.79835 , 0.00175647 , Fri 12 Aug 2022 12:03:21
0.05 , 0.1 , 1.9044 , 0.000528902 , Fri 12 Aug 2022 12:03:22
0.0333333 , 0.1 , 1.93659 , 0.000273114 , Fri 12 Aug 2022 12:03:22
0.025 , 0.1 , 1.95213 , 0.000172773 , Fri 12 Aug 2022 12:03:23
0.02 , 0.1 , 1.96129 , 0.000121686 , Fri 12 Aug 2022 12:03:26
0.0166667 , 0.1 , 1.96733 , 0.0000915986 , Fri 12 Aug 2022 12:03:29
0.0142857 , 0.1 , 1.9716 , 0.0000721442 , Fri 12 Aug 2022 12:03:35
