1.000000000000000056e-01, 1.250000000000000069e-02, 1.832079999999999931e+00, 4.299999999999999894e-04
1.000000000000000056e-01, 1.600000000000000033e-02, 1.832170000000000076e+00, 4.800000000000000122e-04
1.000000000000000056e-01, 2.500000000000000139e-02, 1.832470000000000043e+00, 5.999999999999999474e-04
5.000000000000000278e-02, 2.500000000000000139e-02, 1.914560000000000040e+00, 2.200000000000000078e-04
1.000000000000000056e-01, 3.200000000000000067e-02, 1.832079999999999931e+00, 6.800000000000000488e-04
5.000000000000000278e-02, 3.200000000000000067e-02, 1.914250000000000007e+00, 2.500000000000000052e-04
1.000000000000000056e-01, 3.749999999999999861e-02, 1.831870000000000109e+00, 7.299999999999999632e-04
5.000000000000000278e-02, 3.749999999999999861e-02, 1.914029999999999898e+00, 2.700000000000000035e-04
3.332999999999999852e-02, 3.749999999999999861e-02, 1.942329999999999890e+00, 1.499999999999999869e-04
1.000000000000000056e-01, 5.000000000000000278e-02, 1.831150000000000055e+00, 8.400000000000000348e-04
5.000000000000000278e-02, 5.000000000000000278e-02, 1.913340000000000041e+00, 3.200000000000000262e-04
3.332999999999999852e-02, 5.000000000000000278e-02, 1.941780000000000062e+00, 1.700000000000000122e-04
2.500000000000000139e-02, 5.000000000000000278e-02, 1.956099999999999950e+00, 1.100000000000000039e-04
1.000000000000000056e-01, 6.250000000000000000e-02, 1.829790000000000028e+00, 9.499999999999999981e-04
5.000000000000000278e-02, 6.250000000000000000e-02, 1.912439999999999918e+00, 3.600000000000000227e-04
3.332999999999999852e-02, 6.250000000000000000e-02, 1.941089999999999982e+00, 2.000000000000000096e-04
2.500000000000000139e-02, 6.250000000000000000e-02, 1.955500000000000016e+00, 1.299999999999999886e-04
2.000000000000000042e-02, 6.250000000000000000e-02, 1.964150000000000063e+00, 9.000000000000000567e-05
1.000000000000000056e-01, 7.499999999999999722e-02, 1.827870000000000106e+00, 1.039999999999999909e-03
5.000000000000000278e-02, 7.499999999999999722e-02, 1.911259999999999959e+00, 4.000000000000000192e-04
3.332999999999999852e-02, 7.499999999999999722e-02, 1.940280000000000005e+00, 2.200000000000000078e-04
2.500000000000000139e-02, 7.499999999999999722e-02, 1.954779999999999962e+00, 1.399999999999999877e-04
2.000000000000000042e-02, 7.499999999999999722e-02, 1.963470000000000049e+00, 1.000000000000000048e-04
1.667000000000000079e-02, 7.499999999999999722e-02, 1.969289999999999985e+00, 8.000000000000000654e-05
1.000000000000000056e-01, 8.000000000000000167e-02, 1.826759999999999939e+00, 1.100000000000000066e-03
5.000000000000000278e-02, 8.000000000000000167e-02, 1.910819999999999963e+00, 4.200000000000000174e-04
3.332999999999999852e-02, 8.000000000000000167e-02, 1.939910000000000023e+00, 2.300000000000000070e-04
2.500000000000000139e-02, 8.000000000000000167e-02, 1.954479999999999995e+00, 1.499999999999999869e-04
2.000000000000000042e-02, 8.000000000000000167e-02, 1.963170000000000082e+00, 1.000000000000000048e-04
1.667000000000000079e-02, 8.000000000000000167e-02, 1.968990000000000018e+00, 8.000000000000000654e-05
1.000000000000000056e-01, 1.000000000000000056e-01, 1.823900000000000077e+00, 1.229999999999999974e-03
5.000000000000000278e-02, 1.000000000000000056e-01, 1.908879999999999910e+00, 4.699999999999999859e-04
3.332999999999999852e-02, 1.000000000000000056e-01, 1.938330000000000108e+00, 2.599999999999999772e-04
2.500000000000000139e-02, 1.000000000000000056e-01, 1.953049999999999953e+00, 1.700000000000000122e-04
2.000000000000000042e-02, 1.000000000000000056e-01, 1.961859999999999937e+00, 1.200000000000000030e-04
1.667000000000000079e-02, 1.000000000000000056e-01, 1.967710000000000070e+00, 9.000000000000000567e-05
1.429000000000000062e-02, 1.000000000000000056e-01, 1.971880000000000077e+00, 6.999999999999999387e-05
